input,output,task,file
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_5.json
"[[0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 5, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_5.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 5, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_5.json
"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0]]","[[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_40.json
"[[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 7, 0, 0, 0]]","[[0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_40.json
"[[0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 7, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_40.json
"[[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 3, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_24.json
"[[0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 3, 0, 0, 0]]","[[0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_24.json
"[[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 3, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_24.json
"[[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 2, 0, 0, 0, 0, 0]]","[[0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_1.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0]]",1d_move_2p_dp,1d_move_2p_dp_1.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 0, 0, 2, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 2, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_1.json
"[[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_3.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 3, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_3.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 0, 0, 3, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 3, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_3.json
"[[1, 1, 1, 1, 1, 0, 0, 6, 0]]","[[0, 0, 1, 1, 1, 1, 1, 6, 0]]",1d_move_2p_dp,1d_move_2p_dp_27.json
"[[7, 7, 7, 7, 0, 0, 6, 0, 0]]","[[0, 0, 7, 7, 7, 7, 6, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_27.json
"[[2, 2, 2, 0, 0, 6, 0, 0, 0]]","[[0, 0, 2, 2, 2, 6, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_27.json
"[[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 5, 0]]","[[0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 0]]",1d_move_2p_dp,1d_move_2p_dp_46.json
"[[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 5, 0, 0]]","[[0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_46.json
"[[0, 0, 0, 0, 6, 6, 6, 6, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_46.json
"[[0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 1, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_18.json
"[[6, 6, 6, 6, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 6, 6, 6, 6, 6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_18.json
"[[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 1, 0]]","[[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_18.json
"[[0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 9, 0, 0, 0]]","[[0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_10.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 9, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 9, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_10.json
"[[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 9, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_10.json
"[[0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 9, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_13.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 0, 0, 9, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 9, 0]]",1d_move_2p_dp,1d_move_2p_dp_13.json
"[[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 9, 0]]","[[0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 0]]",1d_move_2p_dp,1d_move_2p_dp_13.json
"[[0, 0, 0, 0, 6, 6, 6, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_32.json
"[[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 7, 0]]","[[0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 0]]",1d_move_2p_dp,1d_move_2p_dp_32.json
"[[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_32.json
"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 0, 0]]","[[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_6.json
"[[0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 1, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 1, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_6.json
"[[0, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 1, 0, 0, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 1, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_6.json
"[[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 1, 0]]","[[0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_14.json
"[[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 1, 0, 0]]","[[0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_14.json
"[[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 1, 0]]","[[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_14.json
"[[0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_28.json
"[[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 9, 0]]","[[0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 0]]",1d_move_2p_dp,1d_move_2p_dp_28.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 9, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 9, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_28.json
"[[0, 0, 0, 3, 3, 3, 0, 0, 5, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 3, 3, 3, 5, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_30.json
"[[2, 2, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 2, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_30.json
"[[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 5, 0]]","[[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 5, 0]]",1d_move_2p_dp,1d_move_2p_dp_30.json
"[[0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 0, 0, 4, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 4, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_34.json
"[[0, 2, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_34.json
"[[0, 8, 8, 8, 8, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 8, 4, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_34.json
"[[0, 3, 3, 3, 3, 3, 0, 0, 8, 0, 0]]","[[0, 0, 0, 3, 3, 3, 3, 3, 8, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_23.json
"[[3, 3, 3, 3, 3, 0, 0, 8, 0, 0, 0]]","[[0, 0, 3, 3, 3, 3, 3, 8, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_23.json
"[[0, 4, 4, 4, 4, 4, 0, 0, 8, 0, 0]]","[[0, 0, 0, 4, 4, 4, 4, 4, 8, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_23.json
"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 6, 0]]","[[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 0]]",1d_move_2p_dp,1d_move_2p_dp_36.json
"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 6, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 6, 0]]",1d_move_2p_dp,1d_move_2p_dp_36.json
"[[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 6, 0, 0]]","[[0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_36.json
"[[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 8, 0]]","[[0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_47.json
"[[0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 8, 0]]","[[0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_47.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 0, 0, 8, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 8, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_47.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 6, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_9.json
"[[0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 6, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 0]]",1d_move_2p_dp,1d_move_2p_dp_9.json
"[[0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_9.json
"[[0, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 1, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 1, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_43.json
"[[0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 1, 0]]","[[0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_43.json
"[[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 1, 0]]","[[0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 0]]",1d_move_2p_dp,1d_move_2p_dp_43.json
"[[0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_12.json
"[[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 2, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_12.json
"[[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_12.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 3, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 3, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_48.json
"[[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_48.json
"[[7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_48.json
"[[0, 2, 2, 2, 2, 0, 0, 5, 0]]","[[0, 0, 0, 2, 2, 2, 2, 5, 0]]",1d_move_2p_dp,1d_move_2p_dp_8.json
"[[0, 0, 8, 8, 8, 0, 0, 5, 0]]","[[0, 0, 0, 0, 8, 8, 8, 5, 0]]",1d_move_2p_dp,1d_move_2p_dp_8.json
"[[8, 8, 8, 8, 8, 0, 0, 5, 0]]","[[0, 0, 8, 8, 8, 8, 8, 5, 0]]",1d_move_2p_dp,1d_move_2p_dp_8.json
"[[0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 8, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 8, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_38.json
"[[0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 8, 0]]","[[0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_38.json
"[[3, 3, 3, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 3, 3, 3, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_38.json
"[[0, 3, 3, 3, 3, 0, 0, 8, 0]]","[[0, 0, 0, 3, 3, 3, 3, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_37.json
"[[6, 6, 6, 6, 6, 0, 0, 8, 0]]","[[0, 0, 6, 6, 6, 6, 6, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_37.json
"[[0, 1, 1, 1, 1, 0, 0, 8, 0]]","[[0, 0, 0, 1, 1, 1, 1, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_37.json
"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 8, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 8, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_45.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 8, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 8, 0]]",1d_move_2p_dp,1d_move_2p_dp_45.json
"[[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 8, 0, 0]]","[[0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_45.json
"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 9, 0, 0]]","[[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_31.json
"[[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_31.json
"[[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 9, 0]]","[[0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 0]]",1d_move_2p_dp,1d_move_2p_dp_31.json
"[[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 8, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_17.json
"[[0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 8, 0, 0, 0, 0]]","[[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 8, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_17.json
"[[0, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 1, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_17.json
"[[0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_11.json
"[[0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 1, 0, 0]]","[[0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_11.json
"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 1, 0, 0, 0, 0, 0, 0]]",1d_move_2p_dp,1d_move_2p_dp_11.json
